company_name,company_code,trading_time,type,listing_board,Name
2ndChance W230308,ZFSW,20220310_091600,companywarrants,MAINBOARD,0
3Cnergy,502,20220310_091600,stocks,CATALIST,502
8Telecom,AZG,20220310_091600,stocks,MAINBOARD,0
A-Smart,BQC,20220310_091600,stocks,MAINBOARD,BQC
A-Sonic Aero W220408^,8YMW,20220310_091600,companywarrants,MAINBOARD,0
A-Sonic Aero^,BTJ,20220310_091600,stocks,MAINBOARD,BTJ
AAC 5xLongSG220630,DALW,20220310_091600,dlcertificates,MAINBOARD,0
AAC 5xLongSG230331,DAFW,20220310_091600,dlcertificates,MAINBOARD,0
AAC 5xLongSG231214,DATW,20220310_091600,dlcertificates,MAINBOARD,0
AAC 5xLongSG240201,DKAW,20220310_091600,dlcertificates,MAINBOARD,0
AAC 5xShortSG220621,DBGW,20220310_091600,dlcertificates,MAINBOARD,0
AAC 5xShortSG220630,DASW,20220310_091600,dlcertificates,MAINBOARD,0
AAC 5xShortSG221201,DYDW,20220310_091600,dlcertificates,MAINBOARD,0
AAC 5xShortSG230825,DWTW,20220310_091600,dlcertificates,MAINBOARD,0
ABF SG BOND ETF,A35,20220310_091600,etfs,MAINBOARD,A35
ABR,533,20220310_091600,stocks,MAINBOARD,533
Abterra^,L5I,20220310_091600,stocks,MAINBOARD,L5I
Abundance Intl,541,20220310_091600,stocks,CATALIST,541
Accrelist Ltd,QZG,20220310_091600,stocks,CATALIST,QZG
Ace Achieve Info,A75,20220310_091600,stocks,MAINBOARD,A75
Acesian Partners,5FW,20220310_091600,stocks,CATALIST,5FW
ACH ADR US$,K3HD,20220310_085950,adrs,GLOBAL_QUOTE,K3HD
Acma,AYV,20220310_091600,stocks,MAINBOARD,AYV
AcroMeta,43F,20220310_091600,stocks,CATALIST,43F
Addvalue Tech,A31,20220310_091600,stocks,MAINBOARD,A31
Advanced,BLZ,20220310_091600,stocks,CATALIST,BLZ
Advanced Systems,5TY,20220310_091600,stocks,CATALIST,5TY
Advancer Global,43Q,20220310_091600,stocks,CATALIST,43Q
Adventus,5EF,20220310_091600,stocks,CATALIST,5EF
Aedge Group,XVG,20220310_091600,stocks,CATALIST,XVG
AEM SGD,AWX,20220310_091600,stocks,MAINBOARD,AWX
AEM USD,XWA,20220310_091600,stocks,MAINBOARD,XWA
AF Global,L38,20220310_091600,stocks,MAINBOARD,L38
AGV,1A4,20220310_091600,stocks,CATALIST,1A4
AIA 5xLongSG241213,DWGW,20220310_091600,dlcertificates,MAINBOARD,0
AIA 5xShortSG240125,DUXW,20220310_091600,dlcertificates,MAINBOARD,0
AIMS APAC Reit,O5RU,20220310_091600,reits,MAINBOARD,O5RU
AIMS Property,BVP,20220310_005459,others,MAINBOARD,BVP
AIMS Property,BVP,20220310_005459,others,MAINBOARD,BVP
AIMS Property,BVP,20220310_091600,stocks,MAINBOARD,BVP
AIMS Property,BVP,20220310_091600,stocks,MAINBOARD,BVP
Alibaba 5xLongSG220608,DGFW,20220310_091600,dlcertificates,MAINBOARD,0
Alibaba 5xLongSG230627,DMBW,20220310_091600,dlcertificates,MAINBOARD,0
Alibaba 5xLongSG230627A,DNFW,20220310_091600,dlcertificates,MAINBOARD,0
Alibaba 5xLongSG231214,DVIW,20220310_091600,dlcertificates,MAINBOARD,0
Alibaba 5xLongUB241231,WA9W,20220310_091600,dlcertificates,MAINBOARD,0
Alibaba 5xShortSG230202,DAGW,20220310_091600,dlcertificates,MAINBOARD,0
Alibaba 5xShortSG230627,DCMW,20220310_091600,dlcertificates,MAINBOARD,0
Alibaba 5xShortSG230627A,DWNW,20220310_091600,dlcertificates,MAINBOARD,0
Alibaba 5xShortSG231214,DCIW,20220310_091600,dlcertificates,MAINBOARD,0
Alibaba 5xShortUB241231,JQYW,20220310_091600,dlcertificates,MAINBOARD,0
Alibaba MB eCW220404,THVW,20220310_091600,structuredwarrants,MAINBOARD,0
Alibaba MB eCW220705,9BXW,20220310_091600,structuredwarrants,MAINBOARD,0
Alibaba MB ePW220404,LBHW,20220310_091600,structuredwarrants,MAINBOARD,0
Alibaba MB ePW220705,YQOW,20220310_091600,structuredwarrants,MAINBOARD,0
ALIHLTH 5xLongSG220323,DUQW,20220310_091600,dlcertificates,MAINBOARD,0
ALIHLTH 5xLongSG231012,DXZW,20220310_091600,dlcertificates,MAINBOARD,0
ALIHLTH 5xShortSG231012,DYMW,20220310_091600,dlcertificates,MAINBOARD,0
Alita Resources,40F,20220310_091600,stocks,CATALIST,40F
Alliance HC,MIJ,20220310_091600,stocks,CATALIST,MIJ
Allied Tech,A13,20220310_091600,stocks,CATALIST,0
AlphaDX,VVL,20220310_091600,stocks,CATALIST,VVL
Alpina Holdings,ZXY,20220310_091600,stocks,CATALIST,ZXY
Alset,40V,20220310_091600,stocks,CATALIST,40V
Amara,A34,20220310_091600,stocks,MAINBOARD,A34
Amcorp Global,S9B,20220310_091600,stocks,MAINBOARD,S9B
AMOS Group,49B,20220310_091600,stocks,MAINBOARD,49B
Amplefield Ltd,AOF,20220310_091600,stocks,CATALIST,AOF
Amplefield Ltd W221218,1G7W,20220310_091600,companywarrants,CATALIST,1G7W
AMTD IB OV,HKB,20220310_091600,stocks,MAINBOARD,HKB
AnAn Intl,Y35,20220310_091600,stocks,MAINBOARD,Y35
Anchun Intl,BTX,20220310_091600,stocks,MAINBOARD,BTX
AnnAik,A52,20220310_091600,stocks,CATALIST,A52
AnnAik W241009,VAIW,20220310_091600,companywarrants,CATALIST,0
Annica,5AL,20220310_091600,stocks,CATALIST,5AL
ANTA 5xLongSG231019,DZDW,20220310_091600,dlcertificates,MAINBOARD,0
ANTA 5xShortSG231019,DXGW,20220310_091600,dlcertificates,MAINBOARD,0
Aoxin Q & M,1D4,20220310_091600,stocks,CATALIST,1D4
AP Oil,5AU,20220310_091600,stocks,MAINBOARD,5AU
AP Strat W230130,1H7W,20220310_091600,companywarrants,CATALIST,1H7W
AP Strat W230726,FIAW,20220310_091600,companywarrants,CATALIST,FIAW
AP Strategic,5RA,20220310_091600,stocks,CATALIST,5RA
APAC Realty,CLN,20220310_091600,stocks,MAINBOARD,CLN
ARA HTrust USD,XZL,20220310_091600,businesstrusts,MAINBOARD,XZL
ARA LOGOS Log Tr,K2LU,20220310_091600,reits,MAINBOARD,K2LU
AREIT 5xLongSG221208,DXAW,20220310_091600,dlcertificates,MAINBOARD,0
AREIT 5xLongSG230404,DQAW,20220310_091600,dlcertificates,MAINBOARD,0
AREIT 5xShortSG221208,DGBW,20220310_091600,dlcertificates,MAINBOARD,0
AREIT 5xShortSG231214,DGEW,20220310_091600,dlcertificates,MAINBOARD,0
Arion Ent,YYB,20220310_091600,stocks,CATALIST,YYB
Ascendas Reit,A17U,20220310_091600,reits,MAINBOARD,A17U
Ascendas-iTrust,CY6U,20220310_091600,businesstrusts,MAINBOARD,CY6U
AscendasReit MBeCW220315,FDPW,20220310_091600,structuredwarrants,MAINBOARD,0
AscendasReit MBeCW221101,HHKW,20220310_091600,structuredwarrants,MAINBOARD,0
Ascent Bridge^,AWG,20220310_091600,stocks,MAINBOARD,AWG
Ascott Trust,HMN,20220310_091600,businesstrusts,MAINBOARD,HMN
Asia Enterprises,A55,20220310_091600,stocks,MAINBOARD,A55
Asia Vets,5RE,20220310_091600,stocks,CATALIST,5RE
AsiaMedic,505,20220310_091600,stocks,CATALIST,505
Asian Healthcare,1J3,20220310_091600,stocks,CATALIST,1J3
Asian Micro,585,20220310_091600,stocks,CATALIST,585
Asian Pay Tv Tr,S7OU,20220310_091600,businesstrusts,MAINBOARD,S7OU
AsiaPhos,5WV,20220310_091600,stocks,CATALIST,5WV
Asiatic,5CR,20220310_091600,stocks,CATALIST,5CR
Asiatravel.com,5AM,20220310_091600,stocks,CATALIST,5AM
ASL M W240723^,WG2W,20220310_091600,companywarrants,MAINBOARD,0
ASL Marine^,A04,20220310_091600,stocks,MAINBOARD,A04
Aspen,1F3,20220310_091600,stocks,MAINBOARD,1F3
Aspial,A30,20220310_091600,stocks,MAINBOARD,A30
Astaka,42S,20220310_091600,stocks,CATALIST,42S
ASTI^,575,20220310_091600,stocks,MAINBOARD,575
Astrea IV4.35%B280614#,RMRB,20220310_084100,retailbonds,MAINBOARD,0
Astrea V3.85%B290620#,5A1B,20220310_084804,retailbonds,MAINBOARD,0
Astrea VI3%B310318#,6AZB,20220310_085950,retailbonds,MAINBOARD,0
Atlantic Nav,5UL,20220310_091600,stocks,CATALIST,5UL
Audience,1AZ,20220310_091600,stocks,CATALIST,1AZ
AusGroup,5GJ,20220310_091600,stocks,MAINBOARD,5GJ
Avarga,U09,20220310_091600,stocks,MAINBOARD,U09
Avi-Tech Hldg,1R6,20220310_091600,stocks,MAINBOARD,1R6
AVJennings A$,A05,20220310_091600,stocks,GLOBAL_QUOTE,A05
Axington,42U,20220310_091600,stocks,CATALIST,42U
Axington R,IXOR,20220310_091600,stocks,CATALIST,0
Axington R,IXOR,20220309_230034,others,CATALIST,0
Axington R1,QPQR,20220309_230034,others,CATALIST,0
Axington R1,QPQR,20220310_091600,stocks,CATALIST,0
Azeus,BBW,20220310_091600,stocks,MAINBOARD,BBW
Aztech Gbl,8AZ,20220310_091600,stocks,MAINBOARD,8AZ
B&M Hldg,CJN,20220310_091600,stocks,MAINBOARD,CJN
Baidu 5xLongSG220511,DBDW,20220310_091600,dlcertificates,MAINBOARD,0
Baidu 5xShortSG220511,DBFW,20220310_091600,dlcertificates,MAINBOARD,0
Baidu MB eCW220404,WS5W,20220310_091600,structuredwarrants,MAINBOARD,0
Baidu MB ePW220404,WDIW,20220310_091600,structuredwarrants,MAINBOARD,0
Baker Technology,BTP,20220310_091600,stocks,MAINBOARD,BTP
Ban Leong,B26,20220310_091600,stocks,MAINBOARD,B26
Banyan Tree,B58,20220310_091600,stocks,MAINBOARD,B58
BanyanTree cb7.5%220806#,YSUB,20220310_085723,retailbonds,MAINBOARD,0
BBR,KJ5,20220310_091600,stocks,MAINBOARD,KJ5
Beng Kuang,BEZ,20220310_091600,stocks,MAINBOARD,BEZ
Best World,CGN,20220310_091600,stocks,MAINBOARD,0
Beverly JCG,VFP,20220310_091600,stocks,CATALIST,VFP
Beverly JCG W240531,WZ2W,20220310_091600,companywarrants,CATALIST,0
BH Global,BQN,20220310_091600,stocks,MAINBOARD,BQN
BHG Retail Reit,BMGU,20220310_091600,reits,MAINBOARD,BMGU
BIDU ADR US$+,K3SD,20220309_230034,adrs,GLOBAL_QUOTE,K3SD
Bilibili 5xLongSG221223,DTXW,20220310_091600,dlcertificates,MAINBOARD,0
Bilibili 5xShortSG221223,DJKW,20220310_091600,dlcertificates,MAINBOARD,0
Biolidics,8YY,20220310_091600,stocks,CATALIST,8YY
BlackGoldNatural,41H,20220310_091600,stocks,CATALIST,41H
Blumont,A33,20220310_091600,stocks,MAINBOARD,A33
Boldtek,5VI,20220310_091600,stocks,CATALIST,5VI
Bonvests,B28,20220310_091600,stocks,MAINBOARD,B28
Boustead,F9D,20220310_091600,stocks,MAINBOARD,F9D
Boustead Proj,AVM,20220310_091600,stocks,MAINBOARD,AVM
BRC Asia,BEC,20220310_091600,stocks,MAINBOARD,BEC
Broadway Ind,B69,20220310_091600,stocks,MAINBOARD,B69
Brook Crompton,AWC,20220310_091600,stocks,MAINBOARD,AWC
Bukit Sembawang,B61,20220310_091600,stocks,MAINBOARD,B61
Bumitama Agri,P8Z,20220310_091600,stocks,MAINBOARD,P8Z
Bund Center,BTE,20220310_091600,stocks,MAINBOARD,BTE
BYD 5xLongSG220315,DJFW,20220310_091600,dlcertificates,MAINBOARD,0
BYD 5xLongSG230202,DLCW,20220310_091600,dlcertificates,MAINBOARD,0
BYD 5xLongSG231012,DINW,20220310_091600,dlcertificates,MAINBOARD,0
BYD 5xLongUB241231,QFYW,20220310_091600,dlcertificates,MAINBOARD,0
BYD 5xShortSG221115,MHLW,20220310_091600,dlcertificates,MAINBOARD,0
BYD 5xShortSG230202,DZWW,20220310_091600,dlcertificates,MAINBOARD,0
BYD 5xShortSG231012,DFYW,20220310_091600,dlcertificates,MAINBOARD,0
BYD 5xShortSG231214,DTHW,20220310_091600,dlcertificates,MAINBOARD,0
BYD 5xShortUB241231,VJLW,20220310_091600,dlcertificates,MAINBOARD,0
BYD MB eCW221004,XJ6W,20220310_091600,structuredwarrants,MAINBOARD,0
BYD MB ePW220404,LGDW,20220310_091600,structuredwarrants,MAINBOARD,0
BYD MB ePW221004,ZJVW,20220310_091600,structuredwarrants,MAINBOARD,0
BYDElec 5xLongSG220608,DUOW,20220310_091600,dlcertificates,MAINBOARD,0
BYDElec 5xLongSG221013,DDXW,20220310_091600,dlcertificates,MAINBOARD,0
BYDElec 5xLongSG231220,DVHW,20220310_091600,dlcertificates,MAINBOARD,0
BYDElec 5xShortSG220608,DGPW,20220310_091600,dlcertificates,MAINBOARD,0
BYDElec 5xShortSG221013,DGXW,20220310_091600,dlcertificates,MAINBOARD,0
Camsing Hc,BAC,20220310_091600,stocks,MAINBOARD,0
CapAllianz,594,20220310_091600,stocks,CATALIST,594
CapAllianz W221213,1G5W,20220310_091600,companywarrants,CATALIST,1G5W
CapInv 5xLongSG231115,NXEW,20220310_091600,dlcertificates,MAINBOARD,0
CapInv 5xShortSG231115,REVW,20220310_091600,dlcertificates,MAINBOARD,0
Capital World,1D5,20220310_091600,stocks,CATALIST,1D5
CapitaLandInvest,9CI,20220310_091600,stocks,MAINBOARD,9CI
CapitalandInvMBeCW220330,UYXW,20220310_091600,structuredwarrants,MAINBOARD,0
CapitalandInvMBeCW221028,IUEW,20220310_091600,structuredwarrants,MAINBOARD,0
CapLand China T,AU8U,20220310_091600,reits,MAINBOARD,AU8U
CapLand IntCom T,C38U,20220310_091600,reits,MAINBOARD,C38U
Captii,AWV,20220310_091600,stocks,MAINBOARD,AWV
Casa,C04,20220310_091600,stocks,MAINBOARD,C04
CCB 5xLongSG240807,DWCW,20220310_091600,dlcertificates,MAINBOARD,0
CCB 5xShortSG231214,DZYW,20220310_091600,dlcertificates,MAINBOARD,0
CDL HTrust,J85,20220310_091600,businesstrusts,MAINBOARD,J85
CDW,BXE,20220310_091600,stocks,MAINBOARD,BXE
CEA ADR US$,K3CD,20220309_230034,adrs,GLOBAL_QUOTE,K3CD
Centurion,OU8,20220310_091600,stocks,MAINBOARD,OU8
CFM,5EB,20220310_091600,stocks,CATALIST,5EB
CH Offshore,C13,20220310_091600,stocks,MAINBOARD,C13
Challenger,573,20220310_091600,stocks,MAINBOARD,573
Charisma Energy,5QT,20220310_091600,stocks,CATALIST,5QT
Chasen,5NV,20220310_091600,stocks,MAINBOARD,5NV
ChasWood Res,5TW,20220310_091600,stocks,CATALIST,5TW
Chemical Ind,C05,20220310_091600,stocks,MAINBOARD,C05
China Aviation,G92,20220310_091600,stocks,MAINBOARD,G92
China Env,5OU,20220310_091600,stocks,MAINBOARD,5OU
China Env Res,RS1,20220310_091600,stocks,MAINBOARD,RS1
China Everbright,U9E,20220310_091600,stocks,MAINBOARD,U9E
China Fishery,B0Z,20220310_091600,stocks,MAINBOARD,B0Z
China Haida,C92,20220310_091600,stocks,MAINBOARD,C92
China Intl,BEH,20220310_091600,stocks,MAINBOARD,BEH
China Mining,BHD,20220310_091600,stocks,MAINBOARD,BHD
China Star Food,42W,20220310_091600,stocks,CATALIST,42W
China Yuanbang,BCD,20220310_091600,stocks,MAINBOARD,BCD
ChinaKangdaFood,P74,20220310_091600,stocks,MAINBOARD,P74
ChinaKundaTech,GU5,20220310_091600,stocks,CATALIST,GU5
ChinaSunsine,QES,20220310_091600,stocks,MAINBOARD,QES
Chip Eng Seng,C29,20220310_091600,stocks,MAINBOARD,C29
Choo Chiang,42E,20220310_091600,stocks,CATALIST,42E
Chuan Hup,C33,20220310_091600,stocks,MAINBOARD,C33
CityDev,C09,20220310_091600,stocks,MAINBOARD,C09
CityDev 5xLongSG220331,DQIW,20220310_091600,dlcertificates,MAINBOARD,0
CityDev 5xLongSG220630,DCLW,20220310_091600,dlcertificates,MAINBOARD,0
CityDev 5xLongSG230404,DEUW,20220310_091600,dlcertificates,MAINBOARD,0
CityDev 5xShortSG220630,DCSW,20220310_091600,dlcertificates,MAINBOARD,0
CityDev 5xShortSG231214,DXIW,20220310_091600,dlcertificates,MAINBOARD,0
CityDev MB eCW220315,YVWW,20220310_091600,structuredwarrants,MAINBOARD,0
CityDev MB eCW220701,MCAW,20220310_091600,structuredwarrants,MAINBOARD,0
CITYDEV NCCPS,C70,20220310_090619,retailpreferenceshares,MAINBOARD,C70
Civmec,P9D,20220310_091600,stocks,MAINBOARD,P9D
CKAsset 5xLongSG231019,DJHW,20220310_091600,dlcertificates,MAINBOARD,0
CKAsset 5xShortSG231019,DIBW,20220310_091600,dlcertificates,MAINBOARD,0
Clearbridge,1H3,20220310_091600,stocks,CATALIST,1H3
CLIFE 5xLongSG221208,DHDW,20220310_091600,dlcertificates,MAINBOARD,0
CLIFE 5xLongSG240215,DVAW,20220310_091600,dlcertificates,MAINBOARD,0
CLIFE 5xShortSG221208,DNZW,20220310_091600,dlcertificates,MAINBOARD,0
CLIFE 5xShortSG240215,DWEW,20220310_091600,dlcertificates,MAINBOARD,0
CMB 5xLongSG231019,DTDW,20220310_091600,dlcertificates,MAINBOARD,0
CMB 5xShortSG231019,DSGW,20220310_091600,dlcertificates,MAINBOARD,0
CMOB 5xLongSG220323,DGDW,20220310_091600,dlcertificates,MAINBOARD,0
CMOB 5xLongSG221208,DJAW,20220310_091600,dlcertificates,MAINBOARD,0
CMOB 5xLongSG250213,DTMW,20220310_091600,dlcertificates,MAINBOARD,0
CMOB 5xShortSG221208,DQBW,20220310_091600,dlcertificates,MAINBOARD,0
CMOB 5xShortSG250213,DUHW,20220310_091600,dlcertificates,MAINBOARD,0
CNMC Goldmine,5TP,20220310_091600,stocks,CATALIST,5TP
CNOOC 5xLongSG220323,DGQW,20220310_091600,dlcertificates,MAINBOARD,0
CNOOC 5xLongSG230331,DTJW,20220310_091600,dlcertificates,MAINBOARD,0
CNOOC 5xLongSG240201,DMFW,20220310_091600,dlcertificates,MAINBOARD,0
CNOOC 5xShortSG240201,DQCW,20220310_091600,dlcertificates,MAINBOARD,0
Colex,567,20220310_091600,stocks,CATALIST,567
Combine Will,N0Z,20220310_091600,stocks,MAINBOARD,N0Z
Comfort 5xLongSG231115,MQVW,20220310_091600,dlcertificates,MAINBOARD,0
Comfort 5xShortSG231115,THLW,20220310_091600,dlcertificates,MAINBOARD,0
ComfortDel MBeCW220315,FQJW,20220310_091600,structuredwarrants,MAINBOARD,0
ComfortDel MBeCW221014,9A3W,20220310_091600,structuredwarrants,MAINBOARD,0
ComfortDelGro,C52,20220310_091600,stocks,MAINBOARD,C52
Cordlife,P8A,20220310_091600,stocks,MAINBOARD,P8A
Cortina,C41,20220310_091600,stocks,MAINBOARD,C41
COSCO 5xLongSG221223,DWKW,20220310_091600,dlcertificates,MAINBOARD,0
COSCO 5xShortSG221223,DVUW,20220310_091600,dlcertificates,MAINBOARD,0
COSCO SHP SG,F83,20220310_091600,stocks,MAINBOARD,F83
CosmoSteel^,B9S,20220310_091600,stocks,MAINBOARD,B9S
Courage Inv,CIN,20220310_091600,stocks,MAINBOARD,CIN
Creative,C76,20220310_091600,stocks,MAINBOARD,C76
CreditBureauAsia,TCU,20220310_091600,stocks,MAINBOARD,TCU
Cromwell Reit EUR,CWBU,20220310_091600,reits,MAINBOARD,CWBU
Cromwell Reit SGD,CWCU,20220310_091600,reits,MAINBOARD,0
CSC,C06,20220310_091600,stocks,MAINBOARD,C06
CSE Global,544,20220310_091600,stocks,MAINBOARD,544
CSOP iEdge SREIT ETF S$,SRT,20220310_091600,etfs,MAINBOARD,SRT
CSOP iEdge SREIT ETF US$,SRU,20220310_091600,etfs,MAINBOARD,0
CSPC 5xLongSG220315,DOFW,20220310_091600,dlcertificates,MAINBOARD,0
CSPC 5xLongSG221208,DUFW,20220310_091600,dlcertificates,MAINBOARD,0
CSPC 5xShortSG220315,DDCW,20220310_091600,dlcertificates,MAINBOARD,0
CSPC 5xShortSG221208,DWAW,20220310_091600,dlcertificates,MAINBOARD,0
DairyFarm USD,D01,20220310_091600,stocks,MAINBOARD,D01
Daiwa Hse Log Tr,DHLU,20220310_091600,reits,MAINBOARD,DHLU
Darco Water Tech,BLR,20220310_091600,stocks,MAINBOARD,BLR
Dasin Retail Tr,CEDU,20220310_091600,businesstrusts,MAINBOARD,CEDU
Datapulse Tech,BKW,20220310_091600,stocks,MAINBOARD,BKW
DBS,D05,20220310_091600,stocks,MAINBOARD,D05
DBS 5xLongSG230713,DQEW,20220310_091600,dlcertificates,MAINBOARD,0
DBS 5xLongSG240306,DKBW,20220310_091600,dlcertificates,MAINBOARD,0
DBS 5xShortSG220331,DCAW,20220310_091600,dlcertificates,MAINBOARD,0
DBS 5xShortSG221201,DTFW,20220310_091600,dlcertificates,MAINBOARD,0
DBS 5xShortSG240306,DLDW,20220310_091600,dlcertificates,MAINBOARD,0
DBS MB eCW220328,57CW,20220310_091600,structuredwarrants,MAINBOARD,0
DBS MB eCW220627,9ZVW,20220310_091600,structuredwarrants,MAINBOARD,0
DBS MB eCW220701,UKDW,20220310_091600,structuredwarrants,MAINBOARD,0
DBS MB eCW221028,ZOBW,20220310_091600,structuredwarrants,MAINBOARD,0
DBS MB ePW220627,Y2BW,20220310_091600,structuredwarrants,MAINBOARD,0
DBS MB ePW220701,9SNW,20220310_091600,structuredwarrants,MAINBOARD,0
DBS MB ePW221215,MNTW,20220310_091600,structuredwarrants,MAINBOARD,0
Debao Property^,BTF,20220310_091600,stocks,MAINBOARD,BTF
Del Monte Pac,D03,20220310_091600,stocks,MAINBOARD,D03
Delfi,P34,20220310_091600,stocks,MAINBOARD,P34
Design Studio,D11,20220310_091600,stocks,MAINBOARD,D11
DigiCore Reit USD,DCRU,20220310_091600,reits,MAINBOARD,DCRU
Digilife Tech,BAI,20220310_091600,stocks,CATALIST,BAI
DISA,532,20220310_091600,stocks,CATALIST,532
Don Agro,GRQ,20220310_091600,stocks,CATALIST,GRQ
Dragon^,MT1,20220310_091600,stocks,MAINBOARD,MT1
Duty Free Intl,5SO,20220310_091600,stocks,MAINBOARD,5SO
Duty Free Intl W220513,CHBW,20220310_091600,companywarrants,MAINBOARD,CHBW
Dyna-Mac,NO4,20220310_091600,stocks,MAINBOARD,NO4
Eagle HTrust USD,LIW,20220310_091600,businesstrusts,MAINBOARD,LIW
EC World Reit,BWCU,20220310_091600,reits,MAINBOARD,BWCU
Econ Healthcare,EHG,20220310_091600,stocks,CATALIST,EHG
EcoWise,5CT,20220310_091600,stocks,CATALIST,5CT
Edition,5HG,20220310_091600,stocks,CATALIST,5HG
Eindec,42Z,20220310_091600,stocks,CATALIST,42Z
EliteComREIT GBP,MXNU,20220310_091600,reits,MAINBOARD,MXNU
Ellipsiz,BIX,20220310_091600,stocks,MAINBOARD,BIX
Eneco Energy^,R14,20220310_091600,stocks,MAINBOARD,R14
EnGro,S44,20220310_091600,stocks,MAINBOARD,S44
Envictus,BQD,20220310_091600,stocks,MAINBOARD,BQD
Envictus W221128,IWKW,20220310_091600,companywarrants,MAINBOARD,IWKW
Enviro-Hub,L23,20220310_091600,stocks,MAINBOARD,L23
Epicentre,5MQ,20220310_091600,stocks,CATALIST,5MQ
ES,5RC,20220310_091600,stocks,CATALIST,5RC
ESR-REIT,J91U,20220310_091600,reits,MAINBOARD,J91U
ETC Singapore,1C0,20220310_091600,stocks,CATALIST,1C0
EuroSports Gbl,5G1,20220310_091600,stocks,CATALIST,5G1
Excelpoint,BDF,20220310_091600,stocks,MAINBOARD,BDF
Ezion,5ME,20220310_091600,stocks,MAINBOARD,5ME
Ezra,5DN,20220310_091600,stocks,MAINBOARD,5DN
F & N,F99,20220310_091600,stocks,MAINBOARD,F99
Fabchem China^,BFT,20220310_091600,stocks,MAINBOARD,BFT
Falcon Energy,5FL,20220310_091600,stocks,MAINBOARD,5FL
Far East,5TJ,20220310_091600,stocks,CATALIST,5TJ
Far East HTrust,Q5T,20220310_091600,businesstrusts,MAINBOARD,Q5T
Far East Orchard,O10,20220310_091600,stocks,MAINBOARD,O10
Federal Int,BDU,20220310_091600,stocks,MAINBOARD,BDU
Figtree,5F4,20220310_091600,stocks,CATALIST,5F4
First Reit,AW9U,20220310_091600,reits,MAINBOARD,AW9U
First Reit A,WCJU,20220310_091600,reits,MAINBOARD,0
First Resources,EB5,20220310_091600,stocks,MAINBOARD,EB5
First Sponsor,ADN,20220310_091600,stocks,MAINBOARD,ADN
First Sponsor W240530,QNHW,20220310_091600,companywarrants,MAINBOARD,0
First Sponsor W290321,RAYW,20220310_091600,companywarrants,MAINBOARD,0
FJ Benjamin,F10,20220310_091600,stocks,CATALIST,F10
Food Empire,F03,20220310_091600,stocks,MAINBOARD,F03
Forise Int,8A1,20220310_091600,stocks,MAINBOARD,8A1
FortressMinerals,OAJ,20220310_091600,stocks,CATALIST,OAJ
FPTrea b3.65%220522#,AXXZ,20220310_052708,retailbonds,MAINBOARD,0
Frasers Cpt Tr,J69U,20220310_091600,reits,MAINBOARD,J69U
Frasers HTrust,ACV,20220310_091600,businesstrusts,MAINBOARD,ACV
Frasers L&C Tr,BUOU,20220310_091600,reits,MAINBOARD,BUOU
Frasers Property,TQ5,20220310_091600,stocks,MAINBOARD,TQ5
Frencken,E28,20220310_091600,stocks,MAINBOARD,E28
FSL Trust,D8DU,20220310_091600,businesstrusts,MAINBOARD,D8DU
Fu Yu,F13,20220310_091600,stocks,MAINBOARD,F13
Fuji Offset,508,20220310_091600,stocks,CATALIST,508
Full Apex^,BTY,20220310_091600,stocks,MAINBOARD,BTY
Fuxing China,AWK,20220310_091600,stocks,MAINBOARD,AWK
G Invacom,QS9,20220310_091600,stocks,MAINBOARD,QS9
G K Goh,G41,20220310_091600,stocks,MAINBOARD,G41
Galaxy 5xLongSG221013,DLBW,20220310_091600,dlcertificates,MAINBOARD,0
Galaxy 5xLongSG230331,DBTW,20220310_091600,dlcertificates,MAINBOARD,0
Galaxy 5xShortSG220328,DZCW,20220310_091600,dlcertificates,MAINBOARD,0
Galaxy 5xShortSG221215,DXHW,20220310_091600,dlcertificates,MAINBOARD,0
Galaxy 5xShortSG230920,DGCW,20220310_091600,dlcertificates,MAINBOARD,0
Galaxy MB eCW220705,MWSW,20220310_091600,structuredwarrants,MAINBOARD,0
Galaxy MB ePW220705,8Q1W,20220310_091600,structuredwarrants,MAINBOARD,0
Gallant Venture,5IG,20220310_091600,stocks,MAINBOARD,5IG
Ganfeng 5xLongSG221223,DIZW,20220310_091600,dlcertificates,MAINBOARD,0
Ganfeng 5xShortSG221223,DEXW,20220310_091600,dlcertificates,MAINBOARD,0
GanfengLit MB eCW220705,PZGW,20220310_091600,structuredwarrants,MAINBOARD,0
GCCP,41T,20220310_091600,stocks,CATALIST,41T
GDR Cheng Mei US$S,CKW,20220309_230034,others,MAINBOARD,0
GDR Kakao Corp US$ A,CQC,20220309_230034,others,MAINBOARD,0
GDR Kakao Corp US$ R,CQD,20220309_230034,others,MAINBOARD,0
GDR PJSC GazpromUS$S,AAI,20220309_230034,others,MAINBOARD,0
GDR UPL US$,BYS,20220309_230034,others,MAINBOARD,0
GDR Youngone US$ S,RQ9,20220309_230034,others,MAINBOARD,0
GDS Global,5VP,20220310_091600,stocks,CATALIST,5VP
Geely 5xLongSG220530,DGAW,20220310_091600,dlcertificates,MAINBOARD,0
Geely 5xLongSG220621,DDHW,20220310_091600,dlcertificates,MAINBOARD,0
Geely 5xLongSG230202,DNDW,20220310_091600,dlcertificates,MAINBOARD,0
Geely 5xLongSG230331,DVPW,20220310_091600,dlcertificates,MAINBOARD,0
